,Desa/Kelurahan,Desa/Kelurahan Terluar,Kabupaten/Kota,Kecamatan,Ketinggian DPL (M),Koordinat Bujur,Koordinat Lintang,Lokasi,Luas (Ha),Provinsi,Status,Tipologi,_id
1065,TAPANG MANUA,,KABUPATEN SINTANG,KAYAN HULU,"0,00","0,000000","0,000000",DESA TAPANG MANUA KECAMATAN KAYAN HULU KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,1066
1066,NANGKAK LESTARI,Tidak,KABUPATEN SINTANG,KAYAN HULU,"0,00","0,000000","0,000000",DESA NANGKAK LESTARI KECAMATAN KAYAN HULU KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"5.927,00",KALIMANTAN BARAT,DESA,Perladangan,1067
1067,NANGA ORAN,Ya,KABUPATEN SINTANG,KAYAN HULU,"369,00","112,159610","-0,120540",DESA NANGA ORAN KECAMATAN KAYAN HULU KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"4.200,00",KALIMANTAN BARAT,DESA,Perladangan,1068
1068,BULUH MERINDU,Tidak,KABUPATEN SINTANG,KAYAN HULU,"0,00","0,000000","0,000000",DESA BULUH MERINDU KECAMATAN KAYAN HULU KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"76.000,00",KALIMANTAN BARAT,DESA,Persawahan,1069
1069,KERAPUK JAYA,Tidak,KABUPATEN SINTANG,KAYAN HULU,"0,00","0,000560","0,000000",DESA KERAPUK JAYA KECAMATAN KAYAN HULU KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"4.100,00",KALIMANTAN BARAT,DESA,Persawahan,1070
1070,TANJUNG MIRU,Tidak,KABUPATEN SINTANG,KAYAN HULU,"2.030,00","112,350190","-0,269600",DESA TANJUNG MIRU KECAMATAN KAYAN HULU KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"51,50",KALIMANTAN BARAT,DESA,Persawahan,1071
1071,NANGA TAMPANG,Tidak,KABUPATEN SINTANG,KAYAN HULU,"75,00","112,192200","-0,066300",DESA NANGA TAMPANG KECAMATAN KAYAN HULU KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"30,47",KALIMANTAN BARAT,DESA,Persawahan,1072
1072,KEBARAU,Tidak,KABUPATEN SINTANG,KAYAN HULU,"0,00","112,068330","-0,133050",DESA KEBARAU KECAMATAN KAYAN HULU KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"635,25",KALIMANTAN BARAT,DESA,Perladangan,1073
1073,NANGA PARI,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","111,219189","-0,443816",DESA NANGA PARI KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"9.024,60",KALIMANTAN BARAT,DESA,Perladangan,1074
1074,BERNAYAU,Tidak,KABUPATEN SINTANG,SEPAUK,"99,79","111,236087","-0,390394",DESA BERNAYAU KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"3.500,00",KALIMANTAN BARAT,DESA,Perladangan,1075
1075,SINAR PEKAYAU,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","111,110199","-0,441367",DESA SINAR PEKAYAU KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"200,00",KALIMANTAN BARAT,DESA,Perladangan,1076
1076,SEKUBANG,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","111,163082","-0,367350",DESA SEKUBANG KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"7.100,00",KALIMANTAN BARAT,DESA,Perladangan,1077
1077,NANGA LIBAU,,KABUPATEN SINTANG,SEPAUK,"0,00","111,076709","-0,324085",DESA NANGA LIBAU KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1078
1078,SEKUJAM TIMBAI,,KABUPATEN SINTANG,SEPAUK,"0,00","111,237575","-0,282139",DESA SEKUJAM TIMBAI KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1079
1079,SEMUNTAI,Tidak,KABUPATEN SINTANG,SEPAUK,"27,00","111,277027","-0,246042",DESA SEMUNTAI KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"9.804,00",KALIMANTAN BARAT,DESA,Perladangan,1080
1080,SIRANG SETAMBANG,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","111,183319","-0,210524",DESA SIRANG SETAMBANG KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,1081
1081,MAIT HILIR,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA MAIT HILIR KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"7.027,00",KALIMANTAN BARAT,DESA,Persawahan,1082
1082,LENGKENAT,,KABUPATEN SINTANG,SEPAUK,"0,00","111,252216","-0,098764",DESA LENGKENAT KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1083
1083,MANIS RAYA,Tidak,KABUPATEN SINTANG,SEPAUK,"2,00","111,000000","12,000000",DESA MANIS RAYA KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"3.083,00",KALIMANTAN BARAT,DESA,Persawahan,1084
1084,KENYAUK,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","111,178516","0,011664",DESA KENYAUK KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"8.885,00",KALIMANTAN BARAT,DESA,Perladangan,1085
1085,NANGA SEPAUK,Tidak,KABUPATEN SINTANG,SEPAUK,"30,00","111,220154","0,013043",DESA NANGA SEPAUK KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"458,00",KALIMANTAN BARAT,DESA,Perladangan,1086
1086,TANJUNG RIA,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","111,242264","0,039853",DESA TANJUNG RIA KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"1.518,00",KALIMANTAN BARAT,KELURAHAN,Perladangan,1087
1087,TEMIANG KAPUAS,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","111,269634","0,036157",DESA TEMIANG KAPUAS KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"3.570,00",KALIMANTAN BARAT,DESA,Perladangan,1088
1088,ENSABANG,Tidak,KABUPATEN SINTANG,SEPAUK,"300,00","111,162951","0,135953",DESA ENSABANG KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"46.035,00",KALIMANTAN BARAT,DESA,Perladangan,1089
1089,BULUH KUNING,Tidak,KABUPATEN SINTANG,SEPAUK,"3.000,00","0,000000","0,000000",DESA BULUH KUNING KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"16.000,00",KALIMANTAN BARAT,DESA,Perladangan,1090
1090,TEMAWANG MUNTAI,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA TEMAWANG MUNTAI KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"1.600,00",KALIMANTAN BARAT,DESA,Perladangan,1091
1091,TAWANG SARI,Tidak,KABUPATEN SINTANG,SEPAUK,"1.500,00","0,000000","0,000000",DESA TAWANG SARI KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"4.900,00",KALIMANTAN BARAT,DESA,Perladangan,1092
1092,GERNIS JAYA,Tidak,KABUPATEN SINTANG,SEPAUK,"27,00","0,000000","0,000000",DESA GERNIS JAYA KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"5.324,00",KALIMANTAN BARAT,DESA,Perladangan,1093
1093,PAOH BENUA,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","13,000000","15,000000",DESA PAOH BENUA KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"3.960,00",KALIMANTAN BARAT,DESA,Perladangan,1094
1094,BEDAYAN,Tidak,KABUPATEN SINTANG,SEPAUK,"16,00","111,146512","-0,303282",DESA BEDAYAN KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"12.672,00",KALIMANTAN BARAT,DESA,Persawahan,1095
1095,TANJUNG HULU,Tidak,KABUPATEN SINTANG,SEPAUK,"100,00","0,000000","0,000000",DESA TANJUNG HULU KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"2.564,00",KALIMANTAN BARAT,DESA,Perladangan,1096
1096,SUNGAI RAYA,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA SUNGAI RAYA KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"4.646,00",KALIMANTAN BARAT,DESA,Perindustrian/Jasa,1097
1097,LANDAU PANJANG,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA LANDAU PANJANG KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"6.537,00",KALIMANTAN BARAT,DESA,Perladangan,1098
1098,BANGUN,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA BANGUN KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1099
1099,SUKAU BERSATU,,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA SUKAU BERSATU KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1100
1100,KEMANTAN,,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA KEMANTAN KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1101
1101,PENINSUNG,Tidak,KABUPATEN SINTANG,SEPAUK,"27,00","111,282080","0,063730",DESA PENINSUNG KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"3.146,00",KALIMANTAN BARAT,DESA,Perladangan,1102
1102,SEPULUT,Tidak,KABUPATEN SINTANG,SEPAUK,"21,00","111,181050","0,001518",DESA SEPULUT KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"2.013,83",KALIMANTAN BARAT,DESA,Perladangan,1103
1103,TEMAWANG BULAI,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA TEMAWANG BULAI KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"5.655,60",KALIMANTAN BARAT,DESA,Perladangan,1104
1104,SUNGAI SEGAK,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA SUNGAI SEGAK KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"7.999,08",KALIMANTAN BARAT,DESA,Perladangan,1105
1105,TANJUNG BALAI,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA TANJUNG BALAI KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1106
1106,SINAR HARAPAN,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA SINAR HARAPAN KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"2.230,00",KALIMANTAN BARAT,DESA,Perladangan,1107
1107,SUNGAI JAUNG,Ya,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA SUNGAI JAUNG KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"6.000,00",KALIMANTAN BARAT,DESA,Perladangan,1108
1108,RIAM KEMPADIK,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA RIAM KEMPADIK KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"5.700,00",KALIMANTAN BARAT,DESA,Perladangan,1109
1109,NANGA LAYUNG,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA NANGA LAYUNG KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"3.400,00",KALIMANTAN BARAT,DESA,Perladangan,1110
1110,LIMAU BAKTI,Tidak,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA LIMAU BAKTI KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"4.282,00",KALIMANTAN BARAT,DESA,Perladangan,1111
1111,TANJUNG MAWANG,,KABUPATEN SINTANG,SEPAUK,"0,00","0,000000","0,000000",DESA TANJUNG MAWANG KECAMATAN SEPAUK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1112
1112,BENUA KENCANA,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","111,396934","-0,348555",DESA BENUA KENCANA KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"4.288,00",KALIMANTAN BARAT,DESA,Persawahan,1113
1113,MERTI JAYA,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","111,409389","0,000000",DESA MERTI JAYA KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"2.477,00",KALIMANTAN BARAT,DESA,Persawahan,1114
1114,GURUNG MALI,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","111,329410","-0,316668",DESA GURUNG MALI KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,1115
1115,KUALA TIGA,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","111,382954","-0,259789",DESA KUALA TIGA KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"1.969,00",KALIMANTAN BARAT,DESA,Perladangan,1116
1116,PULAU JAYA,Tidak,KABUPATEN SINTANG,TEMPUNAK,"40,00","111,431884","-0,213383",DESA PULAU JAYA KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"68.000,00",KALIMANTAN BARAT,DESA,Persawahan,1117
1117,PANGKAL BARU,Tidak,KABUPATEN SINTANG,TEMPUNAK,"42,00","111,342083","-0,222301",DESA PANGKAL BARU KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"2.650,00",KALIMANTAN BARAT,DESA,Perladangan,1118
1118,TINUM BARU,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","111,344703","-0,165878",DESA TINUM BARU KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"2.960,00",KALIMANTAN BARAT,DESA,Perladangan,1119
1119,BENUA BARU,Tidak,KABUPATEN SINTANG,TEMPUNAK,"36,00","-169,000000","0,000000",DESA BENUA BARU KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"3.200,00",KALIMANTAN BARAT,DESA,Perladangan,1120
1120,KENYABUR BARU,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","111,461608","-0,140078",DESA KENYABUR BARU KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"1.738,00",KALIMANTAN BARAT,DESA,Perladangan,1121
1121,PAGAL BARU,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","0,000000","0,000000",DESA PAGAL BARU KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"1.800,00",KALIMANTAN BARAT,DESA,Perladangan,1122
1122,REPAK SARI,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","111,408443","-0,101483",DESA REPAK SARI KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"2.595,00",KALIMANTAN BARAT,DESA,Perladangan,1123
1123,MENGKURAT BARU,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","111,330448","-0,136665",DESA MENGKURAT BARU KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"3.200,00",KALIMANTAN BARAT,DESA,Perladangan,1124
1124,PERIBANG BARU,Tidak,KABUPATEN SINTANG,TEMPUNAK,"42,00","111,325989","-0,093659",DESA PERIBANG BARU KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"4.100,00",KALIMANTAN BARAT,DESA,Perladangan,1125
1125,SUKA JAYA,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","111,372421","-0,020750",DESA SUKA JAYA KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"8.600,00",KALIMANTAN BARAT,DESA,Perladangan,1126
1126,BALAI HARAPAN,Tidak,KABUPATEN SINTANG,TEMPUNAK,"28,00","111,341377","0,011035",DESA BALAI HARAPAN KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"16.000,00",KALIMANTAN BARAT,DESA,Perladangan,1127
1127,NANGA TEMPUNAK,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","0,000000","0,000000",DESA NANGA TEMPUNAK KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"8.100,00",KALIMANTAN BARAT,DESA,Perladangan,1128
1128,TANJUNG PERADA,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","111,314418","0,034643",DESA TANJUNG PERADA KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"2.564,75",KALIMANTAN BARAT,DESA,Perladangan,1129
1129,MENSIAP BARU,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","111,364185","0,102914",DESA MENSIAP BARU KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"2.620,00",KALIMANTAN BARAT,DESA,Persawahan,1130
1130,RIAM BATU,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","0,000000","0,000000",DESA RIAM BATU KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"5.654,92",KALIMANTAN BARAT,DESA,Perladangan,1131
1131,SUNGAI BULUH,Tidak,KABUPATEN SINTANG,TEMPUNAK,"100,00","11,117180","1,614000",DESA SUNGAI BULUH KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"6.747,00",KALIMANTAN BARAT,DESA,Kehutanan,1132
1132,JAYA MENTARI,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","0,000000","0,000000",DESA JAYA MENTARI KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"4.751,00",KALIMANTAN BARAT,DESA,Kehutanan,1133
1133,KUPAN JAYA,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","0,000000","0,000000",DESA KUPAN JAYA KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1134
1134,PUDAU BERSATU,,KABUPATEN SINTANG,TEMPUNAK,"0,00","0,000000","0,000000",DESA PUDAU BERSATU KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1135
1135,TEMPUNAK KAPUAS,Tidak,KABUPATEN SINTANG,TEMPUNAK,"114,00","111,369380","0,048000",DESA TEMPUNAK KAPUAS KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"3.300,00",KALIMANTAN BARAT,DESA,Perladangan,1136
1136,PEKULAI BERSATU,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","0,000000","0,000000",DESA PEKULAI BERSATU KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"1.901,00",KALIMANTAN BARAT,DESA,Persawahan,1137
1137,MENSIAP JAYA,Tidak,KABUPATEN SINTANG,TEMPUNAK,"0,00","0,000000","0,000000",DESA MENSIAP JAYA KECAMATAN TEMPUNAK KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"3.110,00",KALIMANTAN BARAT,DESA,Perladangan,1138
1138,PENJERNANG,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"0,00","111,504253","-0,302069",DESA PENJERNANG KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"4.595,00",KALIMANTAN BARAT,DESA,Perladangan,1139
1139,SARAI,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"0,00","111,571560","-0,244830",DESA SARAI KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"1.200,00",KALIMANTAN BARAT,DESA,Perladangan,1140
1140,MELAYANG SARI,,KABUPATEN SINTANG,SUNGAI TEBELIAN,"0,00","111,505565","-0,247201",DESA MELAYANG SARI KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1141
1141,LEBAK UBAH,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"12.000,00","111,519893","-0,166451",DESA LEBAK UBAH KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"10.525,00",KALIMANTAN BARAT,DESA,Perladangan,1142
1142,RARAI,,KABUPATEN SINTANG,SUNGAI TEBELIAN,"0,00","111,588768","-0,190998",DESA RARAI KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1143
1143,BONET LAMA,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"1.500,00","111,649734","-0,174350",DESA BONET LAMA KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"4.654,00",KALIMANTAN BARAT,DESA,Perladangan,1144
1144,BONET ENGKABANG,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"0,00","111,665241","-0,119594",DESA BONET ENGKABANG KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"1.330,00",KALIMANTAN BARAT,DESA,Perladangan,1145
1145,BAYA BETUNG,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"0,00","111,643875","-0,089327",DESA BAYA BETUNG KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"1.315,00",KALIMANTAN BARAT,DESA,Perladangan,1146
1146,NOBAL,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"0,00","111,626316","-0,102177",DESA NOBAL KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"26.000,00",KALIMANTAN BARAT,DESA,Perladangan,1147
1147,SOLAM RAYA,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"300,00","111,569828","-0,125560",DESA SOLAM RAYA KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"1.900,00",KALIMANTAN BARAT,DESA,Perladangan,1148
1148,MERARAI DUA,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"0,00","111,449763","-0,144081",DESA MERARAI DUA KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"1.250,00",KALIMANTAN BARAT,DESA,Perladangan,1149
1149,PEREMBANG,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"0,00","111,569981","-0,087491",DESA PEREMBANG KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"4.000,00",KALIMANTAN BARAT,DESA,Perladangan,1150
1150,BANCOH,Ya,KABUPATEN SINTANG,SUNGAI TEBELIAN,"0,00","111,603034","-0,090181",DESA BANCOH KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"12.260,00",KALIMANTAN BARAT,DESA,Perladangan,1151
1151,GURUNG KEMPADIK,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"900.000,00","111,601776","-0,056964",DESA GURUNG KEMPADIK KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"1.230,00",KALIMANTAN BARAT,DESA,Perladangan,1152
1152,KAJANG BARU,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"1.500,00","111,539009","-0,054427",DESA KAJANG BARU KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"997,00",KALIMANTAN BARAT,DESA,Perladangan,1153
1153,MERARAI SATU,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"34,00","111,487741","-0,530676",DESA MERARAI SATU KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"4.638,00",KALIMANTAN BARAT,DESA,Perladangan,1154
1154,MANTER,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"0,00","111,523014","-0,032594",DESA MANTER KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"2.100,00",KALIMANTAN BARAT,DESA,Perladangan,1155
1155,RANSI DAKAN,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"0,00","111,587711","-0,029989",DESA RANSI DAKAN KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"24.361,50",KALIMANTAN BARAT,DESA,Perladangan,1156
1156,SUNGAI UKOI,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"29,00","111,520515","-0,004975",DESA SUNGAI UKOI KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"1.457,00",KALIMANTAN BARAT,DESA,Perladangan,1157
1157,PENJERNANG HULU,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"0,00","0,000000","0,000000",DESA PENJERNANG HULU KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"40.000,00",KALIMANTAN BARAT,DESA,Perladangan,1158
1158,RIAM KIJANG,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"1.500,00","5,000000","5,000000",DESA RIAM KIJANG KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"1.400,00",KALIMANTAN BARAT,DESA,Perladangan,1159
1159,BAYA MULYA,Tidak,KABUPATEN SINTANG,SUNGAI TEBELIAN,"0,00","0,000000","0,000000",DESA BAYA MULYA KECAMATAN SUNGAI TEBELIAN KABUPATEN SINTANG PROVINSI KALIMANTAN BARAT,"5.000,00",KALIMANTAN BARAT,DESA,Perladangan,1160
